fixedacidity	volatileacidity	citricacid	residualsugar	chlorides	freesulfurdioxide	totalsulfurdioxide	density	pH	sulphates	alcohol	quality	Color
9.9000	0.3500	0.3800	1.5000	0.0580	31	47	0.9968	3.2600	0.8200	10.6000	74	Red
11.1000	0.3100	0.5300	2.2000	0.0600	3	10	0.9957	3.0200	0.8300	10.9000	74	Red
7.9000	0.3000	0.6800	8.3000	0.0500	37.5000	278	0.9932	3.0100	0.5100	12.3000	74	Red
9.2000	0.3100	0.3600	2.2000	0.0790	11	31	0.9961	3.3300	0.8600	12	74	Red
7.4000	0.3600	0.3400	1.8000	0.0750	18	38	0.9933	3.3800	0.8800	13.6000	74	Red
9.8000	0.3000	0.3900	1.7000	0.0620	3	9	0.9948	3.1400	0.5700	11.5000	74	Red
7.3000	0.3400	0.3300	2.5000	0.0640	21	37	0.9952	3.3500	0.7700	12.1000	74	Red
6.7000	0.3200	0.4400	2.4000	0.0610	24	34	0.9948	3.2900	0.8000	11.6000	74	Red
7.2000	0.1900	0.4600	3.8000	0.0410	82	187	0.9932	3.1900	0.6000	11.2000	74	White
6.2000	0.3300	0.2700	4.9000	0.0360	30	134	0.9927	3.2000	0.4200	10.4000	74	White
5.1000	0.3300	0.2200	1.6000	0.0270	18	89	0.9893	3.5100	0.3800	12.5000	74	White
7.1000	0.2300	0.3900	1.6000	0.0320	12	65	0.9898	3.2500	0.4000	12.7000	74	White
6	0.2400	0.2700	1.9000	0.0480	40	170	0.9938	3.6400	0.5400	10	74	White
7	0.3000	0.5100	13.6000	0.0500	40	168	0.9976	3.0700	0.5200	9.6000	74	White
6.7000	0.2100	0.4200	9.1000	0.0490	31	150	0.9953	3.1200	0.7400	9.9000	74	White
6.5000	0.2100	0.3700	2.5000	0.0480	70	138	0.9917	3.3300	0.7500	11.4000	74	White
6.8000	0.2500	0.3400	14	0.0320	47	133	0.9952	3.3700	0.5000	12.2000	74	White
5.7000	0.3200	0.3800	4.7500	0.0330	23	94	0.9910	3.4200	0.4200	11.8000	74	White
7.4000	0.2900	0.5000	1.8000	0.0420	35	127	0.9937	3.4500	0.5000	10.2000	74	White
7.1000	0.1400	0.4000	1.2000	0.0510	55	136	0.9932	3.3000	0.9600	9.8000	74	White
6.6000	0.2100	0.3100	11.4000	0.0390	46	165	0.9980	3.4100	0.4400	9.8000	74	White
7.3000	0.2500	0.4200	14.2000	0.0410	57	182	0.9996	3.2900	0.7500	9.1000	74	White
6.5000	0.3000	0.3200	2	0.0440	34	90	0.9919	3.3700	0.6800	11	74	White
7.4000	0.1300	0.3900	4.7000	0.0420	36	137	0.9950	3.3600	0.5600	10.3000	74	White
6.6000	0.2300	0.3200	0.9000	0.0410	25	79	0.9926	3.3900	0.5400	10.2000	74	White
5.5000	0.4200	0.0900	1.6000	0.0190	18	68	0.9906	3.3300	0.5100	11.4000	74	White
7.2000	0.3700	0.1500	2	0.0290	27	87	0.9903	3.3000	0.5900	12.6000	74	White
8.3000	0.2100	0.4000	1.6000	0.0320	35	110	0.9907	3.0200	0.6000	12.9000	74	White
7.3000	0.4200	0.3800	6.8000	0.0450	29	122	0.9925	3.1900	0.3700	12.6000	74	White
6.7000	0.1300	0.2800	1.2000	0.0460	35	140	0.9927	3.3300	0.3300	10.1000	74	White
7.3000	0.1800	0.2900	1.2000	0.0440	12	143	0.9918	3.2000	0.4800	11.3000	74	White
7.6000	0.5200	0.4900	14	0.0340	37	156	0.9958	3.1400	0.3800	11.8000	74	White
6.8000	0.3600	0.2400	4.6000	0.0390	24	124	0.9909	3.2700	0.3400	12.6000	74	White
8.1000	0.3000	0.4900	12.3000	0.0490	50	144	0.9971	3.0900	0.5700	10.2000	74	White
7.9000	0.1800	0.3300	1.2000	0.0330	20	72	0.9922	3.1200	0.3800	10.5000	74	White
7.8000	0.2000	0.2400	1.6000	0.0260	26	189	0.9910	3.0800	0.7400	12.1000	74	White
7.7000	0.4400	0.2400	11.2000	0.0310	41	167	0.9948	3.1200	0.4300	11.3000	74	White
7.7000	0.4400	0.2400	11.2000	0.0310	41	167	0.9948	3.1200	0.4300	11.3000	74	White
7.4000	0.2100	0.2700	7.3000	0.0310	41	144	0.9932	3.1500	0.3800	11.8000	74	White
7.2000	0.3600	0.3600	5.7000	0.0380	26	98	0.9914	2.9300	0.5900	12.5000	74	White
7.4000	0.1900	0.3000	12.8000	0.0530	48.5000	229	0.9986	3.1400	0.4900	9.1000	74	White
7	0.3200	0.3100	6.4000	0.0310	38	115	0.9923	3.3800	0.5800	12.2000	74	White
7.1000	0.1200	0.3000	3.1000	0.0180	15	37	0.9900	3.0200	0.5200	11.9000	74	White
5.8000	0.3000	0.2700	1.7000	0.0140	45	104	0.9891	3.4000	0.5600	12.6000	74	White
6.8000	0.1800	0.3000	12.8000	0.0620	19	171	0.9981	3	0.5200	9	74	White
7.5000	0.2600	0.3000	4.6000	0.0270	29	92	0.9909	3.1500	0.3800	12	74	White
6.5000	0.2900	0.3100	1.7000	0.0350	24	79	0.9905	3.2700	0.6900	11.4000	74	White
6.8000	0.3200	0.2800	4.8000	0.0340	25	100	0.9903	3.0800	0.4700	12.4000	74	White
6.5000	0.3700	0.3000	2.2000	0.0330	39	107	0.9889	3.2200	0.5300	13.5000	74	White
7.3000	0.4000	0.2600	5.4500	0.0160	26	90	0.9895	2.8400	0.5400	13.2000	74	White
6.7000	0.1800	0.2800	10.2000	0.0390	29	115	0.9947	3.1100	0.4500	10.9000	74	White
6.8000	0.1800	0.2800	9.8000	0.0390	29	113	0.9941	3.1100	0.4500	10.9000	74	White
6.3000	0.3700	0.2800	6.3000	0.0340	45	152	0.9921	3.2900	0.4600	11.6000	74	White
6.8000	0.1800	0.2800	9.8000	0.0390	29	113	0.9941	3.1100	0.4500	10.9000	74	White
7.1000	0.3600	0.3700	4.8000	0.0190	39	114	0.9904	3.0800	0.4900	12.7000	74	White
5.8000	0.2800	0.3000	1.5000	0.0260	31	114	0.9895	3.3200	0.6000	12.5000	74	White
6.2000	0.3500	0.3100	2.6000	0.0360	37	92	0.9894	3.2700	0.5300	12.8000	74	White
6.2000	0.2000	0.2600	1.1000	0.0470	42	119	0.9916	3.4800	0.6000	11	74	White
6.7000	0.4600	0.2700	5.2000	0.0390	35	96	0.9913	3.1600	0.4400	12.4000	74	White
6.6000	0.1600	0.3500	1.8000	0.0420	26	105	0.9896	3.1900	0.7500	12.4000	74	White
6.5000	0.2800	0.3400	3.6000	0.0400	29	121	0.9911	3.2800	0.4800	12.1000	74	White
6	0.2400	0.2800	3.9500	0.0380	61	134	0.9915	3.3000	0.5400	11.3000	74	White
6.5000	0.1900	0.2800	1.4000	0.0460	22	90	0.9904	3.1800	0.5100	11.7000	74	White
7	0.1500	0.2800	14.7000	0.0510	29	149	0.9979	2.9600	0.3900	9	74	White
6.5000	0.3300	0.3000	3.8000	0.0360	34	88	0.9903	3.2500	0.6300	12.5000	74	White
6.3000	0.2200	0.2700	4.5000	0.0360	81	157	0.9928	3.0500	0.7600	10.7000	74	White
7	0.3200	0.2900	7.6000	0.0250	35	124	0.9916	3.1500	0.6500	12.8000	74	White
6.8000	0.1800	0.3500	5.4000	0.0540	53	143	0.9929	3.1000	0.5400	11	74	White
5.6000	0.2550	0.5700	10.7000	0.0560	66	171	0.9946	3.2500	0.6100	10.4000	74	White
5.9000	0.2200	0.2900	4.2000	0.0370	69	144	0.9921	3.1300	0.7400	10.8000	74	White
5.6000	0.2200	0.3200	1.2000	0.0240	29	97	0.9882	3.2000	0.4600	13.0500	74	White
6.1000	0.4400	0.2800	4.2500	0.0320	43	132	0.9916	3.2600	0.4700	11.3000	74	White
5.8000	0.3500	0.2900	3.2000	0.0340	41	151	0.9912	3.3500	0.5800	11.6333	74	White
6.4000	0.1050	0.2900	1.1000	0.0350	44	140	0.9914	3.1700	0.5500	10.7000	74	White
6.4000	0.3100	0.5000	5.8000	0.0380	42	111	0.9919	3.1800	0.5300	11.9000	74	White
6.2000	0.4100	0.2200	1.9000	0.0230	5	56	0.9893	3.0400	0.7900	13	74	White
7.3000	0.6500	0	1.2000	0.0650	15	21	0.9946	3.3900	0.4700	10	73	Red
5.4000	0.8350	0.0800	1.2000	0.0460	13	93	0.9924	3.5700	0.8500	13	73	Red
11.6000	0.5300	0.6600	3.6500	0.1210	6	14	0.9978	3.0500	0.7400	11.5000	73	Red
12	0.3700	0.7600	4.2000	0.0660	7	38	1.0004	3.2200	0.6000	13	73	Red
9.9000	0.4000	0.5300	6.7000	0.0970	6	19	0.9986	3.2700	0.8200	11.7000	73	Red
6.6000	0.8400	0.0300	2.3000	0.0590	32	48	0.9952	3.5200	0.5600	12.3000	73	Red
5.3000	0.5700	0.0100	1.7000	0.0540	5	27	0.9934	3.5700	0.8400	12.5000	73	Red
10.2000	0.4900	0.6300	2.9000	0.0720	10	26	0.9968	3.1600	0.7800	12.5000	73	Red
8.7000	0.4800	0.3000	2.8000	0.0660	10	28	0.9964	3.3300	0.6700	11.2000	73	Red
8.4000	0.2500	0.3900	2	0.0410	4	10	0.9939	3.2700	0.7100	12.5000	73	Red
8.3000	0.3100	0.3900	2.4000	0.0780	17	43	0.9944	3.3100	0.7700	12.5000	73	Red
6.8000	0.5900	0.0600	6	0.0600	11	18	0.9962	3.4100	0.5900	10.8000	73	Red
8.6000	0.2200	0.3600	1.9000	0.0640	53	77	0.9960	3.4700	0.8700	11	73	Red
10.1000	0.4300	0.4000	2.6000	0.0920	13	52	0.9983	3.2200	0.6400	10	73	Red
10.2000	0.4400	0.4200	2	0.0710	7	20	0.9957	3.1400	0.7900	11.1000	73	Red
6.8000	0.3600	0.3200	1.8000	0.0670	4	8	0.9928	3.3600	0.5500	12.8000	73	Red
6.8000	0.3600	0.3200	1.8000	0.0670	4	8	0.9928	3.3600	0.5500	12.8000	73	Red
8.9000	0.3800	0.4000	2.2000	0.0680	12	28	0.9949	3.2700	0.7500	12.6000	73	Red
9.5000	0.3900	0.4100	8.9000	0.0690	18	39	0.9986	3.2900	0.8100	10.9000	73	Red
7.2000	0.2500	0.3700	2.5000	0.0630	11	41	0.9944	3.5200	0.8000	12.4000	73	Red
6.1000	0.4000	0.1600	1.8000	0.0690	11	25	0.9955	3.4200	0.7400	10.1000	73	Red
7.2000	0.3700	0.3200	2	0.0620	15	28	0.9947	3.2300	0.7300	11.3000	73	Red
6.6000	0.1600	0.4000	1.5000	0.0440	48	143	0.9912	3.5400	0.5200	12.4000	73	White
6.6000	0.2500	0.2900	1.1000	0.0680	39	124	0.9914	3.3400	0.5800	11	73	White
7.1000	0.1800	0.3600	1.4000	0.0430	31	87	0.9898	3.2600	0.3700	12.7000	73	White
7	0.3200	0.3400	1.3000	0.0420	20	69	0.9912	3.3100	0.6500	12	73	White
6.5000	0.2400	0.3200	7.6000	0.0380	48	203	0.9958	3.4500	0.5400	9.7000	73	White
6.5000	0.2400	0.3200	7.6000	0.0380	48	203	0.9958	3.4500	0.5400	9.7000	73	White
7.3000	0.3300	0.4000	6.8500	0.0380	32	138	0.9920	3.0300	0.3000	11.9000	73	White
6.4000	0.3100	0.2800	1.5000	0.0370	12	119	0.9919	3.3200	0.5100	10.4000	73	White
6	0.3600	0.3900	3.2000	0.0270	20	125	0.9910	3.3800	0.3900	11.3000	73	White
5.1000	0.3300	0.2200	1.6000	0.0270	18	89	0.9893	3.5100	0.3800	12.5000	73	White
6.9000	0.2300	0.3800	8.3000	0.0470	47	162	0.9954	3.3400	0.5200	10.5000	73	White
7.8000	0.2800	0.3400	1.6000	0.0280	32	118	0.9901	3	0.3800	12.1000	73	White
9.2000	0.2500	0.3400	1.2000	0.0260	31	93	0.9916	2.9300	0.3700	11.3000	73	White
6.2000	0.2100	0.2700	1.7000	0.0380	41	150	0.9933	3.4900	0.7100	10.5000	73	White
6.7000	0.1100	0.3400	8.8000	0.0430	41	113	0.9962	3.4200	0.4000	9.3000	73	White
6.8000	0.1200	0.3100	5.2000	0.0450	29	120	0.9942	3.4100	0.4600	9.8000	73	White
6.6000	0.1600	0.5700	1.1000	0.1300	58	140	0.9927	3.1200	0.3900	9.3000	73	White
6.4000	0.3500	0.2800	1.1000	0.0550	9	160	0.9940	3.4200	0.5000	9.1000	73	White
7.6000	0.3300	0.3500	6.3000	0.0360	12	126	0.9924	3.1600	0.3900	12	73	White
8.7000	0.2300	0.3200	13.4000	0.0440	35	169	0.9998	3.1200	0.4700	8.8000	73	White
6.7000	0.2200	0.3900	10.2000	0.0380	60	149	0.9972	3.1700	0.5400	10	73	White
6.6000	0.2000	0.3800	7.9000	0.0520	30	145	0.9947	3.3200	0.5600	11	73	White
6.5000	0.1800	0.3300	8	0.0510	16	131	0.9965	3.2800	0.4400	8.7000	73	White
8	0.4200	0.3600	5	0.0370	34	101	0.9920	3.1300	0.5700	12.3000	73	White
8	0.1900	0.3600	1.8000	0.0500	16	84	0.9936	3.1500	0.4500	9.8000	73	White
6.9000	0.2400	0.3900	1.3000	0.0630	18	136	0.9928	3.3100	0.4800	10.4000	73	White
6.6000	0.2200	0.3700	1.2000	0.0590	45	199	0.9930	3.3700	0.5500	10.3000	73	White
8	0.3700	0.3200	1.6000	0.0400	32	166	0.9920	3	0.5500	11.3000	73	White
7.1000	0.4400	0.3700	2.7000	0.0410	35	128	0.9896	3.0700	0.4300	13.5000	73	White
5.3000	0.2600	0.2300	5.1500	0.0340	48	160	0.9952	3.8200	0.5100	10.5000	73	White
7.3000	0.2500	0.4100	1.8000	0.0370	52	165	0.9911	3.2900	0.3900	12.2000	73	White
6.9000	0.2300	0.3400	2.7000	0.0320	24	121	0.9902	3.1400	0.3800	12.4000	73	White
7.3000	0.2500	0.3600	13.1000	0.0500	35	200	0.9986	3.0400	0.4600	8.9000	73	White
5.8000	0.1900	0.4900	4.9000	0.0400	44	118	0.9935	3.3400	0.3800	9.5000	73	White
6.8000	0.2400	0.3500	6.4000	0.0480	44	172	0.9944	3.2900	0.5500	10.5000	73	White
8.1000	0.3100	0.3600	8.2000	0.0280	29	142	0.9925	3.0100	0.3400	13	73	White
6.7000	0.3100	0.3100	4.9000	0.0310	20	151	0.9926	3.3600	0.8200	12	73	White
6	0.3400	0.2400	5.4000	0.0600	23	126	0.9951	3.2500	0.4400	9	73	White
6.3000	0.1000	0.2400	6	0.0390	25	107	0.9951	3.5900	0.4900	10.5000	73	White
8.1000	0.4000	0.3200	7.9000	0.0310	23	118	0.9918	3.0500	0.4600	13.3000	73	White
6.4000	0.1500	0.4400	1.2000	0.0430	67	150	0.9907	3.1400	0.7300	11.2000	73	White
6.8000	0.1100	0.4200	1.1000	0.0420	51	132	0.9906	3.1800	0.7400	11.3000	73	White
7.8000	0.2600	0.3100	3.6000	0.0250	22	100	0.9907	2.9900	0.4700	12.1000	73	White
6.7000	0.1900	0.3900	1	0.0320	14	71	0.9891	3.3100	0.3800	13	73	White
6.4000	0.2500	0.3200	0.9000	0.0340	40	114	0.9911	3.3100	0.5800	10.8000	73	White
6.6000	0.2000	0.2700	10.9000	0.0380	29	130	0.9950	3.1100	0.4400	10.5000	73	White
5	0.3000	0.3300	3.7000	0.0300	54	173	0.9887	3.3600	0.3000	13	73	White
5.9000	0.3300	0.3200	8.1000	0.0380	9	34	0.9911	3.2200	0.3600	12.7000	73	White
6.4000	0.2200	0.3800	9.1000	0.0440	35	127	0.9933	2.9700	0.3000	11	73	White
6.7000	0.2100	0.3600	8.5500	0.0200	20	86	0.9915	3.1900	0.2200	13.4000	73	White
6.7000	0.4700	0.2900	4.7500	0.0340	29	134	0.9906	3.2900	0.4600	13	73	White
6	0.2800	0.2700	15.5000	0.0360	31	134	0.9941	3.1900	0.4400	13	73	White
5.6000	0.2800	0.2800	4.2000	0.0440	52	158	0.9920	3.3500	0.4400	10.7000	73	White
6.8000	0.1900	0.3200	7.6000	0.0490	37	107	0.9933	3.1200	0.4400	10.7000	73	White
6.8000	0.5200	0.2600	5.7000	0.0380	27	130	0.9900	3.1100	0.2700	13	73	White
5.4000	0.3000	0.3000	1.2000	0.0290	25	93	0.9874	3.3100	0.4000	13.6000	73	White
5.3000	0.3000	0.3000	1.2000	0.0290	25	93	0.9874	3.3100	0.4000	13.6000	73	White
6.8000	0.3100	0.3000	8	0.0280	33	122	0.9916	3.1300	0.6300	12.6000	73	White
6.3000	0.1500	0.3000	1.4000	0.0220	38	100	0.9910	3.4200	0.5700	11.4000	73	White
7.5000	0.3400	0.2800	4	0.0280	46	100	0.9896	3.2000	0.5000	13.2000	73	White
8.5000	0.2300	0.3400	1.3000	0.0350	54	110	0.9918	3.0700	0.5500	11	73	White
6.5000	0.3300	0.3000	3.8000	0.0360	34	88	0.9903	3.2500	0.6300	12.5000	73	White
6.2000	0.3900	0.2400	4.8000	0.0370	45	138	0.9917	3.2300	0.4300	11.2000	73	White
6.7000	0.1800	0.3100	10.6000	0.0350	42	143	0.9957	3.0800	0.4900	9.8000	73	White
7.4000	0.1600	0.2700	15.5000	0.0500	25	135	0.9984	2.9000	0.4300	8.7000	73	White
7.4000	0.1600	0.3000	13.7000	0.0560	33	168	0.9982	2.9000	0.4400	8.7000	73	White
5.8000	0.2300	0.3100	3.5000	0.0440	35	158	0.9900	3.1900	0.3700	12.1000	73	White
6.7000	0.2100	0.3400	1.5000	0.0350	45	123	0.9895	3.2400	0.3600	12.6000	73	White
5.8000	0.1900	0.3300	4.2000	0.0380	49	133	0.9911	3.1600	0.4200	11.3000	73	White
7.4000	0.1600	0.3300	1.2000	0.0420	47	121	0.9920	3.0400	0.6800	10.5000	73	White
5.8000	0.6100	0.0100	8.4000	0.0410	31	104	0.9909	3.2600	0.7200	14.0500	73	White
6.2000	0.3600	0.2700	3.2000	0.0320	13	73	0.9894	2.9000	0.6900	12.6000	73	White
6.1000	0.4400	0.2800	4.2500	0.0320	43	132	0.9916	3.2600	0.4700	11.2667	73	White
5.7000	0.2400	0.3000	1.3000	0.0300	25	98	0.9897	3.3700	0.4300	12.4000	73	White
5.9000	0.1800	0.2800	1	0.0370	24	88	0.9909	3.2900	0.5500	10.6500	73	White
6.3000	0.3600	0.2800	2.5000	0.0350	18	73	0.9887	3.1000	0.4700	12.8000	73	White
6.1000	0.2200	0.4000	1.8500	0.0310	25	111	0.9897	3.0300	0.3000	11.8000	73	White
6.1000	0.2400	0.3200	9	0.0310	41	134	0.9923	3.2500	0.2600	12.3000	73	White
6	0.3800	0.2600	3.5000	0.0350	38	111	0.9887	3.1800	0.4700	13.6000	73	White
6	0.2000	0.3300	1.1000	0.0390	45	126	0.9905	3.3100	0.4500	11.6000	73	White
6.8000	0.3400	0.3600	8.9000	0.0290	44	128	0.9932	3.2800	0.3500	11.9500	73	White
12.8000	0.3000	0.7400	2.6000	0.0950	9	28	0.9994	3.2000	0.7700	10.8000	72	Red
11.8000	0.2600	0.5200	1.8000	0.0710	6	10	0.9968	3.2000	0.7200	10.2000	72	Red
9.4000	0.2700	0.5300	2.4000	0.0740	6	18	0.9962	3.2000	1.1300	12	72	Red
6.6000	0.8400	0.0300	2.3000	0.0590	32	48	0.9952	3.5200	0.5600	12.3000	72	Red
9.2000	0.4100	0.5000	2.5000	0.0550	12	25	0.9952	3.3400	0.7900	13.3000	72	Red
10.4000	0.4400	0.7300	6.5500	0.0740	38	76	0.9990	3.1700	0.8500	12	72	Red
12.9000	0.3500	0.4900	5.8000	0.0660	5	35	1.0014	3.2000	0.6600	12	72	Red
8.2000	0.2600	0.3400	2.5000	0.0730	16	47	0.9959	3.4000	0.7800	11.3000	72	Red
11.7000	0.2800	0.4700	1.7000	0.0540	17	32	0.9969	3.1500	0.6700	10.6000	72	Red
10.7000	0.5200	0.3800	2.6000	0.0660	29	56	0.9958	3.1500	0.7900	12.1000	72	Red
8.3000	0.3100	0.3900	2.4000	0.0780	17	43	0.9944	3.3100	0.7700	12.5000	72	Red
6.8000	0.5900	0.0600	6	0.0600	11	18	0.9962	3.4100	0.5900	10.8000	72	Red
7.7000	0.5800	0.0100	1.8000	0.0880	12	18	0.9957	3.3200	0.5600	10.5000	72	Red
8.3000	0.3300	0.4200	2.3000	0.0700	9	20	0.9943	3.3800	0.7700	12.7000	72	Red
7.9000	0.3000	0.6800	8.3000	0.0500	37.5000	289	0.9932	3.0100	0.5100	12.3000	72	Red
8	0.3100	0.4500	2.1000	0.2160	5	16	0.9936	3.1500	0.8100	12.5000	72	Red
7.2000	0.3600	0.4600	2.1000	0.0740	24	44	0.9953	3.4000	0.8500	11	72	Red
9.1000	0.3600	0.3900	1.8000	0.0600	21	55	0.9950	3.1800	0.8200	11	72	Red
5.3000	0.4700	0.1100	2.2000	0.0480	16	89	0.9918	3.5400	0.8800	13.5667	72	Red
6.7000	0.4600	0.1800	2.4000	0.0340	25	98	0.9896	3.0800	0.4400	12.6000	72	White
6.3000	0.3500	0.3000	5.7000	0.0350	8	97	0.9927	3.2700	0.4100	11	72	White
6.2000	0.2800	0.2200	7.3000	0.0410	26	157	0.9957	3.4400	0.6400	9.8000	72	White
6.3000	0.1200	0.3600	2.1000	0.0440	47	146	0.9914	3.2700	0.7400	11.4000	72	White
6.8000	0.1600	0.4000	2.3000	0.0370	18	102	0.9923	3.4900	0.4200	11.4000	72	White
7.3000	0.2000	0.4400	1.4000	0.0450	21	98	0.9924	3.1500	0.4600	10	72	White
7	0.3000	0.3800	14.9000	0.0320	60	181	0.9983	3.1800	0.6100	9.3000	72	White
5.8000	0.2800	0.3400	4	0.0310	40	99	0.9896	3.3900	0.3900	12.8000	72	White
7	0.2200	0.3100	2.7000	0.0300	41	136	0.9898	3.1600	0.3700	12.7000	72	White
6.1000	0.3200	0.2500	1.7000	0.0340	37	136	0.9920	3.4700	0.5000	10.8000	72	White
6.3000	0.2700	0.3800	0.9000	0.0510	7	140	0.9926	3.4500	0.5000	10.5000	72	White
6.9000	0.1900	0.4000	1.4000	0.0360	14	55	0.9909	3.0800	0.6800	11.5000	72	White
5.9000	0.2400	0.3000	2	0.0330	28	92	0.9922	3.3900	0.6900	10.9000	72	White
5.9000	0.2400	0.3000	2	0.0330	28	92	0.9922	3.3900	0.6900	10.9000	72	White
7.1000	0.1600	0.3600	10.7000	0.0440	20	90	0.9959	3.1600	0.4400	10.9000	72	White
5.8000	0.2600	0.1800	1.2000	0.0310	40	114	0.9908	3.4200	0.4000	11	72	White
6.7000	0.2500	0.3300	2.9000	0.0570	52	173	0.9934	3.0200	0.4800	9.5000	72	White
5.1000	0.4200	0.0100	1.5000	0.0170	25	102	0.9894	3.3800	0.3600	12.3000	72	White
7.5000	0.1900	0.3400	2.6000	0.0370	33	125	0.9923	3.1000	0.4900	11.1000	72	White
6.8000	0.1500	0.3300	4.7000	0.0590	31	118	0.9956	3.4300	0.3900	9	72	White
8.4000	0.1700	0.3100	6.7000	0.0380	29	132	0.9945	3.1000	0.3200	10.6000	72	White
7.9000	0.4600	0.3200	4.1000	0.0330	40	138	0.9912	3.1800	0.4400	12.8000	72	White
7	0.1700	0.3700	1.5000	0.0280	26	75	0.9922	3.3000	0.4600	10.8000	72	White
8	0.2000	0.4000	5.2000	0.0550	41	167	0.9953	3.1800	0.4000	10.6000	72	White
8	0.5700	0.3900	3.9000	0.0340	22	122	0.9917	3.2900	0.6700	12.8000	72	White
6.5000	0.1900	0.3200	1.4000	0.0400	31	132	0.9922	3.3600	0.5400	10.8000	72	White
7.4000	0.1900	0.4900	9.3000	0.0300	26	132	0.9940	2.9900	0.3200	11	72	White
7.3000	0.2100	0.4900	1.8000	0.0380	44	152	0.9912	3.3200	0.4400	12.6000	72	White
6.9000	0.3000	0.4900	7.6000	0.0570	25	156	0.9962	3.4300	0.6300	11	72	White
5.6000	0.4100	0.2400	1.9000	0.0340	10	53	0.9881	3.3200	0.5000	13.5000	72	White
7.3000	0.1900	0.4900	15.5500	0.0580	50	134	0.9998	3.4200	0.3600	9.1000	72	White
7.8000	0.2100	0.4900	1.2000	0.0360	20	99	0.9900	3.0500	0.2800	12.1000	72	White
7.2000	0.2500	0.2800	14.4000	0.0550	55	205	0.9986	3.1200	0.3800	9	72	White
7.3000	0.2600	0.3300	17.8500	0.0490	41.5000	195	1	3.0600	0.4400	9.1000	72	White
7.4000	0.2300	0.2500	1.4000	0.0490	43	141	0.9934	3.4200	0.5400	10.2000	72	White
7.7000	0.4300	0.2800	4.5000	0.0460	33	102	0.9918	3.1600	0.5600	12.2000	72	White
8.1000	0.2600	0.3300	11.1000	0.0520	52.5000	158	0.9976	3.0300	0.4900	10.2000	72	White
7.3000	0.1300	0.2700	4.6000	0.0800	34	172	0.9938	3.2300	0.3900	11.1000	72	White
7.4000	0.1900	0.3000	12.8000	0.0530	48.5000	212	0.9986	3.1400	0.4900	9.1000	72	White
7.4000	0.2400	0.2600	1.6000	0.0580	53	150	0.9936	3.1800	0.5000	9.9000	72	White
8	0.4500	0.2800	10.8000	0.0510	25	157	0.9957	3.0600	0.4700	11.4000	72	White
7.3000	0.1900	0.2500	1.4000	0.0510	41	107	0.9938	3.5300	0.6600	10.5000	72	White
6.6000	0.4000	0.3200	1.7000	0.0350	39	84	0.9910	3.5900	0.4800	12.7000	72	White
6.4000	0.1700	0.3400	1.5000	0.0910	42	135	0.9938	3.2500	0.4900	9.6000	72	White
5.6000	0.3500	0.4000	6.3000	0.0220	23	174	0.9922	3.5400	0.5000	11.6000	72	White
6.1000	0.2700	0.3100	1.5000	0.0350	17	83	0.9908	3.3200	0.4400	11.1000	72	White
6.1000	0.2700	0.3100	1.5000	0.0350	17	83	0.9908	3.3200	0.4400	11.1000	72	White
6.3000	0.1300	0.4200	1.1000	0.0430	63	146	0.9907	3.1300	0.7200	11.2000	72	White
6.8000	0.1800	0.3000	12.8000	0.0620	19	171	0.9981	3	0.5200	9	72	White
6.5000	0.1800	0.4100	14.2000	0.0390	47	129	0.9968	3.2800	0.7200	10.3000	72	White
5.7000	0.1800	0.3600	1.2000	0.0460	9	71	0.9920	3.7000	0.6800	10.9000	72	White
6.2000	0.2100	0.3400	6.6000	0.0300	36	91	0.9914	3.3200	0.4500	12.5000	72	White
7	0.1600	0.3600	2.6000	0.0290	28	98	0.9913	3.1100	0.3700	11.2000	72	White
6.5000	0.2900	0.3100	1.7000	0.0350	24	79	0.9905	3.2700	0.6900	11.4000	72	White
6.7000	0.4400	0.2200	4.3000	0.0320	19	99	0.9901	3.2600	0.5300	12.8000	72	White
6.7000	0.1600	0.3700	1.3000	0.0360	45	125	0.9896	3.1900	0.5100	12.4000	72	White
5.6000	0.1800	0.5800	1.2500	0.0340	29	129	0.9898	3.5100	0.6000	12	72	White
7	0.3100	0.3100	9.1000	0.0360	45	140	0.9922	2.9800	0.3100	12	72	White
6.4000	0.2900	0.3000	2.9000	0.0360	25	79	0.9904	3.2900	0.6000	12.4000	72	White
6.7000	0.3600	0.2600	7.9000	0.0340	39	123	0.9912	2.9900	0.3000	12.2000	72	White
5	0.2700	0.3200	4.5000	0.0320	58	178	0.9896	3.4500	0.3100	12.6000	72	White
6	0.3200	0.3000	1.3000	0.0250	18	112	0.9880	3.0700	0.6400	13.3000	72	White
5.4000	0.2200	0.2900	1.2000	0.0450	69	152	0.9918	3.7600	0.6300	11	72	White
6	0.2400	0.3300	2.5000	0.0260	31	85	0.9901	3.1300	0.5000	11.3000	72	White
6.8000	0.1300	0.3900	1.4000	0.0340	19	102	0.9912	3.2300	0.6000	11.3000	72	White
6.5000	0.2300	0.3900	1.9000	0.0360	41	98	0.9900	3.1900	0.4300	11.9000	72	White
6.8000	0.3900	0.3400	7.4000	0.0200	38	133	0.9921	3.1800	0.4400	12	72	White
7.1000	0.3600	0.3700	4.8000	0.0190	39	114	0.9904	3.0800	0.4900	12.7000	72	White
5.6000	0.2800	0.4000	6.1000	0.0340	36	118	0.9914	3.2100	0.4300	12.1000	72	White
