'wMotor_mean'	'wMotor_std'	'wMotor_fftPeakIdx'	'wMotor_skewness'	'wMotor_kurtosis'	'wMotor_peak2peak'	'wMotor_peak2rms'	'wMotor_rms'	'wMotor_mad'	'wMotor_csRange'	'wMotor_pLow'	'wMotor_pMid'	'wMotor_pHigh'	'wMotor_pKur'	'iMotor_mean'	'iMotor_std'	'iMotor_fftPeakIdx'	'iMotor_skewness'	'iMotor_kurtosis'	'iMotor_peak2peak'	'iMotor_peak2rms'	'iMotor_rms'	'iMotor_mad'	'iMotor_csRange'	'iMotor_pLow'	'iMotor_pMid'	'iMotor_pHigh'	'iMotor_pKur'	'qIn_mean'	'qIn_std'	'qIn_fftPeakIdx'	'qIn_skewness'	'qIn_kurtosis'	'qIn_peak2peak'	'qIn_peak2rms'	'qIn_rms'	'qIn_mad'	'qIn_csRange'	'qIn_pLow'	'qIn_pMid'	'qIn_pHigh'	'qIn_pKur'	'pIn_mean'	'pIn_std'	'pIn_fftPeakIdx'	'pIn_skewness'	'pIn_kurtosis'	'pIn_peak2peak'	'pIn_peak2rms'	'pIn_rms'	'pIn_mad'	'pIn_csRange'	'pIn_pLow'	'pIn_pMid'	'pIn_pHigh'	'pIn_pKur'	'qOut_mean'	'qOut_std'	'qOut_fftPeakIdx'	'qOut_skewness'	'qOut_kurtosis'	'qOut_peak2peak'	'qOut_peak2rms'	'qOut_rms'	'qOut_mad'	'qOut_csRange'	'qOut_pLow'	'qOut_pMid'	'qOut_pHigh'	'qOut_pKur'	'pOut_mean'	'pOut_std'	'pOut_fftPeakIdx'	'pOut_skewness'	'pOut_kurtosis'	'pOut_peak2peak'	'pOut_peak2rms'	'pOut_rms'	'pOut_mad'	'pOut_csRange'	'pOut_pLow'	'pOut_pMid'	'pOut_pHigh'	'pOut_pKur'	'faultCode'
876.1881	6.2252	762	-0.1394	2.6790	38.8603	1.0204	876.2102	5.0920	1.2258e+06	3.5765	582.0445	87.6307	0.0718	38.2304	0.2507	762	-0.1372	2.6193	1.3785	1.0155	38.2312	0.2061	5.3484e+04	0.0027	1.1192	0.0916	0.0763	35.5382	4.1934	742	1.4601	5.7473	22.5562	1.4203	35.7846	2.7909	4.9718e+04	67.5604	191.0048	32.8509	2.5267	-0.1486	0.0182	742	-0.8703	4.3150	0.1096	1.4424	0.1497	0.0136	207.9647	0.0015	0.0023	0.0009	1.2611	35.5624	2.7488	762	-0.7317	2.7692	12.9741	1.1404	35.6684	2.2478	4.9749e+04	1.2701	113.3620	16.5539	1.2791	7.2255	0.0237	824	-0.7011	2.9249	0.1268	1.0067	7.2256	0.0191	1.0108e+04	5.1999e-05	0.0079	0.0012	0.0763	000
876.1796	6.1189	762	-0.1004	2.6766	35.3034	1.0182	876.2010	4.9762	1.2258e+06	2.0715	579.9758	91.7118	0.0763	38.2299	0.2573	762	-0.1280	2.7131	1.4615	1.0159	38.2308	0.2116	5.3484e+04	0.0085	1.2123	0.0810	0.0718	35.5209	4.2173	742	1.4817	5.8142	23.5698	1.4321	35.7702	2.8069	4.9695e+04	81.7845	178.4266	33.0187	2.8723	-0.1483	0.0186	742	-0.7730	4.2554	0.1133	1.4352	0.1494	0.0138	207.4554	0.0017	0.0023	0.0012	2.5312	35.5451	2.7105	824	-0.7012	2.7672	13.8381	1.1414	35.6483	2.2173	4.9726e+04	0.5514	112.9419	16.5892	1.4406	7.2259	0.0233	762	-0.6436	2.7516	0.1156	1.0064	7.2259	0.0189	1.0109e+04	0.0001	0.0079	0.0014	0.0763	000
876.1653	6.3036	762	-0.0947	2.7779	36.7982	1.0183	876.1879	5.1247	1.2258e+06	7.6595	646.2481	81.2046	0.0718	38.2275	0.2486	762	-0.1862	2.7830	1.5199	1.0147	38.2283	0.2025	5.3481e+04	0.0078	1.0837	0.0583	0.0718	35.5183	4.1786	742	1.4764	5.8489	23.7460	1.4420	35.7630	2.7934	4.9688e+04	77.2005	177.5162	37.7015	0.9739	-0.1485	0.0182	742	-0.7532	4.3875	0.1358	1.5279	0.1496	0.0135	207.6800	0.0010	0.0028	0.0013	2.8678	35.5424	2.7445	762	-0.7798	2.8094	13.5955	1.1373	35.6482	2.2456	4.9719e+04	0.2568	120.6917	18.7430	0.0673	7.2257	0.0229	824	-0.6101	2.7649	0.1242	1.0066	7.2258	0.0187	1.0109e+04	0.0001	0.0079	0.0013	0.0763	000
876.0888	6.0558	762	-0.1711	2.8730	39.4905	1.0171	876.1097	4.8752	1.2257e+06	6.2875	554.9261	58.1123	0.0718	38.2291	0.2568	762	-0.1343	2.6356	1.4674	1.0154	38.2299	0.2121	5.3483e+04	0.0030	1.2251	0.0771	0.0718	35.5137	4.2558	742	1.4294	5.6944	23.7368	1.4482	35.7676	2.8207	4.9685e+04	75.8745	189.9029	40.6021	0.4129	-0.1485	0.0184	742	-0.7775	4.2345	0.1173	1.4736	0.1496	0.0137	207.7495	0.0011	0.0028	0.0011	2.0690	35.5379	2.7019	824	-0.7324	2.7177	13.5867	1.1457	35.6404	2.2200	4.9716e+04	0.6431	104.9555	15.1906	2.7422	7.2257	0.0233	762	-0.6947	2.7836	0.1224	1.0063	7.2257	0.0189	1.0109e+04	0	0.0085	0.0016	0.0763	000
876.1388	6.2943	762	-0.1111	2.7018	37.5066	1.0180	876.1614	5.1484	1.2257e+06	2.5045	657.8567	76.4544	0.0718	38.2330	0.2515	762	-0.2139	2.7464	1.3934	1.0149	38.2339	0.2061	5.3489e+04	0.0087	1.0746	0.0993	0.0718	35.4895	4.1876	742	1.4677	5.7543	23.1030	1.4245	35.7356	2.7908	4.9651e+04	71.6891	180.5213	34.9360	2.8948	-0.1485	0.0178	742	-0.8685	4.5378	0.1259	1.4735	0.1496	0.0131	207.7828	0.0013	0.0025	0.0010	1.8311	35.5137	2.7717	824	-0.7444	2.7967	14.6682	1.1509	35.6216	2.2765	4.9682e+04	0.3929	115.7271	16.7691	2.8948	7.2256	0.0228	824	-0.6435	2.6902	0.1172	1.0067	7.2257	0.0186	1.0109e+04	0.0001	0.0072	0.0013	0.0763	000
876.2640	6.1504	762	-0.1807	2.7602	35.8247	1.0177	876.2856	5.0171	1.2259e+06	7.9809	545.8302	99.0723	0.0718	38.2292	0.2498	762	-0.1611	2.7690	1.4579	1.0162	38.2300	0.2047	5.3483e+04	0.0023	1.1225	0.0769	0.0718	35.5053	4.1756	742	1.4555	5.7118	22.8937	1.4210	35.7499	2.7909	4.9672e+04	78.1975	180.2403	37.1079	2.9441	-0.1488	0.0185	742	-0.8422	4.5182	0.1363	1.5539	0.1499	0.0136	208.1196	0.0014	0.0028	0.0008	2.8948	35.5295	2.6832	762	-0.6616	2.6312	12.8384	1.1348	35.6306	2.2096	4.9703e+04	0.2638	107.0226	14.8693	2.9441	7.2254	0.0235	824	-0.6557	2.7515	0.1279	1.0069	7.2254	0.0193	1.0108e+04	0	0.0081	0.0013	0.0763	000
876.1415	6.0713	762	-0.1279	2.8561	37.1196	1.0187	876.1625	4.9112	1.2257e+06	2.0014	580.2898	76.5369	1.3913	38.2294	0.2507	762	-0.1445	2.5937	1.4122	1.0161	38.2302	0.2055	5.3483e+04	0.0074	1.1733	0.0916	0.0718	35.5449	4.1616	742	1.4533	5.7083	23.0363	1.4305	35.7876	2.8005	4.9729e+04	77.1401	166.4590	34.1352	1.2387	-0.1486	0.0185	742	-0.8411	4.3313	0.1196	1.4664	0.1498	0.0138	207.9132	0.0011	0.0029	0.0010	2.6524	35.5691	2.7406	762	-0.6535	2.6275	14.0524	1.1660	35.6745	2.2558	4.9760e+04	0.7448	106.0502	16.5849	1.2387	7.2256	0.0227	824	-0.5585	2.6045	0.1117	1.0062	7.2256	0.0186	1.0109e+04	0	0.0074	0.0012	0.0763	000
876.1481	6.1259	762	-0.1146	2.6175	35.0742	1.0186	876.1695	4.9834	1.2257e+06	6.2949	618.6838	91.0506	0.0718	38.2304	0.2574	762	-0.0949	2.6383	1.3999	1.0163	38.2313	0.2123	5.3485e+04	0.0195	1.3587	0.1022	0.0718	35.5062	4.1858	742	1.4465	5.7091	22.9053	1.4038	35.7519	2.7730	4.9674e+04	79.3503	176.3137	36.8819	0.8707	-0.1482	0.0187	742	-0.8127	4.3163	0.1167	1.4648	0.1494	0.0139	207.3396	0.0012	0.0033	0.0013	1.2387	35.5304	2.7460	762	-0.6906	2.5318	14.2008	1.1680	35.6363	2.2909	4.9706e+04	0.3855	109.1883	16.3531	1.4047	7.2260	0.0233	762	-0.5529	2.6185	0.1270	1.0077	7.2260	0.0190	1.0109e+04	0.0001	0.0073	0.0014	0.0763	000
876.1815	6.3213	762	-0.0462	2.6769	35.3229	1.0190	876.2043	5.1661	1.2258e+06	17.0875	752.5803	102.1128	0.0718	38.2336	0.2540	762	-0.2144	2.8101	1.5202	1.0166	38.2344	0.2076	5.3489e+04	0.0173	1.1994	0.0859	0.0718	35.5083	4.2123	742	1.4669	5.8132	23.1840	1.4293	35.7571	2.8195	4.9676e+04	74.1820	183.8552	42.5987	2.2395	-0.1486	0.0181	742	-0.9088	4.5212	0.1204	1.4803	0.1497	0.0133	207.8875	0.0010	0.0029	0.0010	1.3958	35.5325	2.7908	762	-0.6959	2.6881	13.7536	1.1594	35.6418	2.2933	4.9708e+04	0.4608	108.8238	18.0831	2.2395	7.2256	0.0233	824	-0.6024	2.5025	0.1260	1.0078	7.2256	0.0193	1.0109e+04	0	0.0076	0.0013	0.0763	000
876.2814	6.2147	762	-0.1943	2.8580	38.9410	1.0193	876.3034	5.0363	1.2259e+06	14.4867	638.6518	86.0850	0.0718	38.2293	0.2567	762	-0.1674	2.7796	1.5324	1.0179	38.2302	0.2098	5.3483e+04	0.0057	1.2803	0.1026	0.0718	35.5189	4.2181	742	1.4582	5.6631	23.2719	1.4314	35.7683	2.8341	4.9691e+04	66.2747	192.2909	38.3015	1.9613	-0.1486	0.0182	742	-0.7743	4.2067	0.1177	1.4508	0.1497	0.0136	207.8667	0.0013	0.0026	0.0010	1.9298	35.5431	2.7706	762	-0.6875	2.6492	13.7370	1.1472	35.6508	2.2894	4.9722e+04	1.4081	100.4949	17.3810	0.1616	7.2256	0.0238	762	-0.6085	2.6816	0.1279	1.0076	7.2256	0.0194	1.0109e+04	0.0001	0.0075	0.0015	0.0763	000
876.1463	6.3149	762	-0.1337	2.8715	39.0067	1.0212	876.1691	5.1132	1.2257e+06	4.7007	694.9915	102.2782	0.0718	38.2309	0.2569	762	-0.1387	2.6969	1.4545	1.0156	38.2318	0.2096	5.3486e+04	0.0200	1.2292	0.1109	0.0718	35.5504	4.1692	742	1.4306	5.6528	23.1201	1.4239	35.7939	2.8078	4.9734e+04	63.6133	181.4773	37.9428	0.6867	-0.1485	0.0182	742	-0.8091	4.2529	0.1201	1.4587	0.1496	0.0136	207.7220	0.0017	0.0024	0.0013	2.1587	35.5746	2.7645	762	-0.7160	2.7347	13.6139	1.1428	35.6818	2.2633	4.9765e+04	0.8902	115.0515	17.9296	0.0628	7.2257	0.0235	762	-0.5870	2.6328	0.1262	1.0070	7.2257	0.0193	1.0109e+04	0.0001	0.0068	0.0015	0.0763	000
876.1970	6.3213	762	-0.1006	2.7401	36.5713	1.0181	876.2198	5.1059	1.2258e+06	17.2823	658.6422	110.5898	0.0718	38.2295	0.2567	762	-0.1389	2.6065	1.4165	1.0160	38.2303	0.2108	5.3483e+04	0.0034	1.2477	0.0897	0.0718	35.5077	4.2262	742	1.4399	5.7424	24.7164	1.4636	35.7582	2.8159	4.9675e+04	74.9229	191.3784	41.9920	0.6912	-0.1482	0.0185	742	-0.8797	4.2757	0.1162	1.4474	0.1493	0.0139	207.2951	0.0018	0.0028	0.0011	1.8760	35.5319	2.7417	762	-0.7109	2.7770	13.9721	1.1612	35.6375	2.2384	4.9707e+04	0.4133	111.4445	17.7024	0.2244	7.2260	0.0234	762	-0.6230	2.7024	0.1206	1.0067	7.2261	0.0191	1.0109e+04	0.0001	0.0080	0.0015	0.0763	000
876.1505	6.2951	762	-0.1122	2.6629	35.4573	1.0187	876.1731	5.1229	1.2257e+06	2.4386	671.5799	88.8312	0.0718	38.2295	0.2507	762	-0.1482	2.7677	1.4616	1.0152	38.2303	0.2050	5.3484e+04	0.0093	1.1219	0.0742	0.0718	35.5238	4.2272	742	1.4231	5.6772	23.5587	1.4321	35.7742	2.8266	4.9699e+04	64.6448	179.3969	44.5318	2.9845	-0.1486	0.0183	742	-0.7876	4.1282	0.1113	1.4353	0.1497	0.0137	207.8782	0.0013	0.0023	0.0012	0.9425	35.5480	2.7814	824	-0.7228	2.7986	14.0219	1.1451	35.6565	2.2765	4.9730e+04	1.1876	98.1710	20.1280	2.9935	7.2256	0.0233	762	-0.6092	2.7484	0.1253	1.0075	7.2256	0.0189	1.0109e+04	0	0.0077	0.0014	0.0763	000
876.1528	6.1258	762	-0.1250	2.8265	38.0028	1.0186	876.1742	4.9716	1.2257e+06	7.8967	580.0289	73.7044	1.2970	38.2275	0.2528	762	-0.1115	2.6825	1.4670	1.0156	38.2284	0.2090	5.3481e+04	0.0092	1.1540	0.0985	0.0718	35.5091	4.1939	742	1.4268	5.5950	23.3588	1.4397	35.7557	2.8171	4.9679e+04	74.6894	193.6764	36.8057	1.5798	-0.1484	0.0184	742	-0.8218	4.3332	0.1175	1.4725	0.1496	0.0137	207.6405	0.0018	0.0029	0.0012	2.9800	35.5332	2.7116	824	-0.7314	2.7802	12.9709	1.1383	35.6365	2.2166	4.9710e+04	0.1654	109.6337	17.9737	2.1228	7.2257	0.0237	824	-0.6399	2.8093	0.1235	1.0067	7.2258	0.0192	1.0109e+04	0.0001	0.0066	0.0017	0.0763	000
876.0892	6.1839	762	-0.0724	2.7456	37.5098	1.0184	876.1110	5.0581	1.2257e+06	9.0597	604.5060	98.4357	0.0718	38.2282	0.2597	762	-0.1196	2.5897	1.5348	1.0164	38.2290	0.2154	5.3482e+04	0.0117	1.2684	0.0806	0.0718	35.5098	4.2108	742	1.4450	5.7791	24.0589	1.4375	35.7584	2.8065	4.9680e+04	72.5191	178.9701	41.8211	0.8931	-0.1486	0.0183	742	-0.9007	4.5961	0.1121	1.4543	0.1497	0.0135	207.8417	0.0012	0.0022	0.0012	0.3276	35.5340	2.8053	824	-0.7515	2.7825	14.5129	1.1662	35.6445	2.3005	4.9711e+04	0.6629	119.4999	17.3325	0.6328	7.2256	0.0229	762	-0.6484	2.7713	0.1172	1.0063	7.2256	0.0187	1.0109e+04	0	0.0076	0.0014	0.0763	000
876.1096	6.3844	762	-0.0744	2.6401	39.2376	1.0192	876.1329	5.2554	1.2257e+06	9.6971	686.4209	80.1061	0.0718	38.2294	0.2533	640	-0.1279	2.5909	1.3431	1.0149	38.2302	0.2096	5.3483e+04	0.0135	1.2003	0.0836	0.0718	35.4897	4.2051	742	1.4386	5.7303	23.3518	1.4305	35.7377	2.7828	4.9651e+04	81.0754	177.4901	41.1730	1.2252	-0.1486	0.0183	742	-0.9715	5.0247	0.1317	1.5566	0.1497	0.0133	207.8338	0.0014	0.0027	0.0008	1.3060	35.5139	2.7253	824	-0.6990	2.6986	13.0441	1.1359	35.6182	2.2343	4.9682e+04	1.1560	109.4867	17.8379	1.8131	7.2256	0.0239	762	-0.6688	2.7636	0.1294	1.0077	7.2256	0.0195	1.0109e+04	0.0001	0.0084	0.0014	0.0763	000
876.1482	6.1975	640	-0.0962	2.6507	33.7515	1.0172	876.1701	5.0957	1.2257e+06	12.7176	635.9737	83.1431	0.0718	38.2277	0.2506	762	-0.2056	2.7597	1.6108	1.0168	38.2285	0.2063	5.3481e+04	0.0036	1.0517	0.0895	0.0718	35.4961	4.2191	742	1.4123	5.6247	23.0284	1.4212	35.7458	2.8067	4.9662e+04	68.4708	191.4275	36.2362	1.5080	-0.1488	0.0183	742	-0.8164	4.4170	0.1210	1.5016	0.1499	0.0136	208.1235	0.0011	0.0029	0.0012	2.0959	35.5203	2.7311	640	-0.6900	2.7098	13.8883	1.1569	35.6251	2.2347	4.9693e+04	0.7653	100.4533	12.3668	1.4990	7.2254	0.0231	824	-0.6154	2.7071	0.1153	1.0064	7.2254	0.0188	1.0108e+04	0.0001	0.0076	0.0015	0.0763	000
876.0955	6.1206	762	-0.1717	2.8702	41.5408	1.0197	876.1169	4.9808	1.2257e+06	3.3346	533.3596	89.5450	0.0718	38.2286	0.2533	762	-0.1621	2.6455	1.4786	1.0161	38.2294	0.2096	5.3482e+04	0.0232	1.2533	0.0896	2.1363	35.5083	4.1941	742	1.4124	5.6934	24.0073	1.4161	35.7550	2.8095	4.9675e+04	76.4056	187.1668	34.1654	2.6883	-0.1487	0.0181	742	-0.8596	4.5398	0.1244	1.4683	0.1498	0.0133	208.0121	0.0015	0.0025	0.0011	1.5035	35.5325	2.7761	578	-0.6915	2.6402	13.5156	1.1377	35.6407	2.2933	4.9707e+04	1.3903	114.9084	13.0693	1.8042	7.2255	0.0231	762	-0.5899	2.6971	0.1213	1.0074	7.2255	0.0188	1.0108e+04	0.0001	0.0068	0.0010	0.0763	000
876.1220	6.1948	762	-0.1373	2.6985	37.3938	1.0185	876.1438	5.0696	1.2257e+06	21.5152	676.2248	89.7602	2.1363	38.2278	0.2547	762	-0.1407	2.7922	1.4643	1.0166	38.2287	0.2077	5.3481e+04	0.0109	1.3605	0.0964	0.0718	35.4917	4.1841	742	1.4675	5.8401	22.6373	1.4143	35.7373	2.7809	4.9654e+04	79.5676	167.6069	39.1231	1.2297	-0.1486	0.0184	742	-0.8496	4.2395	0.1183	1.4806	0.1497	0.0138	207.8782	0.0013	0.0024	0.0012	0.9111	35.5159	2.7351	762	-0.6698	2.6075	13.7914	1.1586	35.6209	2.2643	4.9685e+04	0.5068	112.6882	14.5789	0.0673	7.2256	0.0235	762	-0.6018	2.6135	0.1219	1.0063	7.2256	0.0194	1.0109e+04	0.0001	0.0080	0.0011	0.0763	000
876.0985	6.2262	762	-0.0962	2.8961	37.6875	1.0201	876.1206	5.0242	1.2257e+06	9.5003	755.0711	95.7654	0.0718	38.2256	0.2557	762	-0.1774	2.7400	1.5084	1.0165	38.2265	0.2102	5.3478e+04	0.0130	1.3319	0.0829	1.7144	35.5000	4.1826	742	1.4663	5.7658	23.9250	1.4438	35.7454	2.7543	4.9665e+04	71.6481	188.6871	36.8736	2.1363	-0.1487	0.0184	742	-0.7217	4.0069	0.1274	1.4328	0.1499	0.0139	208.0912	0.0011	0.0033	0.0011	1.5618	35.5242	2.7347	762	-0.6956	2.6821	14.4486	1.1443	35.6292	2.2442	4.9696e+04	2.0438	114.5377	19.9403	2.0555	7.2254	0.0232	762	-0.5719	2.5663	0.1259	1.0079	7.2255	0.0192	1.0108e+04	0	0.0079	0.0012	0.0763	000
876.0286	6.2669	762	-0.1560	2.8089	38.3227	1.0194	876.0510	5.1117	1.2256e+06	11.4104	734.3172	82.5503	1.7144	38.2235	0.2520	762	-0.2064	2.8509	1.5025	1.0165	38.2244	0.2071	5.3475e+04	0.0158	1.1359	0.0705	0.0718	35.4926	4.2073	742	1.5191	5.9623	23.0151	1.4394	35.7409	2.7803	4.9654e+04	72.5598	204.1225	38.3887	2.2979	-0.1487	0.0184	742	-0.8400	4.3964	0.1161	1.4666	0.1498	0.0136	207.9826	0.0016	0.0024	0.0011	1.0367	35.5168	2.7547	762	-0.7081	2.7499	14.4373	1.1518	35.6234	2.2566	4.9685e+04	0.7894	112.8936	16.7377	1.8221	7.2255	0.0231	762	-0.6163	2.6842	0.1280	1.0067	7.2255	0.0189	1.0108e+04	0.0002	0.0080	0.0017	0.0718	000
875.9629	6.1512	762	-0.1814	2.9641	38.1046	1.0193	875.9845	4.9974	1.2255e+06	14.2206	590.5622	70.2299	0.0718	38.2295	0.2508	762	-0.1883	2.8057	1.5256	1.0145	38.2304	0.2047	5.3483e+04	0.0097	1.1347	0.0930	0.0718	35.4705	4.1844	742	1.4441	5.6769	22.1545	1.4180	35.7163	2.7899	4.9623e+04	71.3967	204.2449	32.9692	1.7099	-0.1487	0.0181	742	-0.8142	4.3890	0.1167	1.4899	0.1498	0.0135	208.0914	0.0014	0.0020	0.0012	1.8894	35.4947	2.7093	762	-0.7465	2.7732	14.5506	1.1462	35.5979	2.2298	4.9655e+04	0.8172	113.1899	14.9982	1.7099	7.2254	0.0234	762	-0.6049	2.7143	0.1264	1.0070	7.2255	0.0191	1.0108e+04	0.0001	0.0078	0.0014	0.0763	000
876.1535	6.1291	762	-0.1625	2.8886	39.3544	1.0172	876.1749	4.9643	1.2257e+06	8.6248	590.7665	92.7562	0.0718	38.2289	0.2539	762	-0.1844	2.7612	1.5173	1.0170	38.2298	0.2074	5.3482e+04	0.0038	1.3026	0.0753	0.0718	35.4497	4.1875	742	1.5072	5.8915	24.1184	1.4526	35.6960	2.7701	4.9593e+04	72.1501	171.9774	40.8299	2.4460	-0.1490	0.0184	742	-0.8506	4.5039	0.1254	1.5087	0.1501	0.0136	208.3982	0.0015	0.0020	0.0012	1.7144	35.4739	2.7253	762	-0.7082	2.7305	14.1120	1.1531	35.5784	2.2322	4.9625e+04	1.1528	100.2240	14.9635	0.3546	7.2252	0.0229	762	-0.6542	2.7411	0.1267	1.0067	7.2253	0.0188	1.0108e+04	0.0001	0.0078	0.0012	0.0763	000
876.1337	6.2112	762	-0.1526	2.8228	38.6676	1.0198	876.1557	5.0355	1.2257e+06	3.6423	715.8374	74.1752	0.0718	38.2282	0.2519	762	-0.1333	2.5524	1.3559	1.0154	38.2291	0.2083	5.3482e+04	0.0068	1.1599	0.0910	0.0718	35.5100	4.2174	742	1.4426	5.7357	23.8688	1.4302	35.7594	2.8149	4.9677e+04	74.5336	182.3652	34.5835	2.4101	-0.1492	0.0184	742	-0.8606	4.6415	0.1305	1.5497	0.1503	0.0136	208.6959	0.0015	0.0032	0.0008	1.1893	35.5342	2.7791	762	-0.6924	2.7299	14.4055	1.1655	35.6426	2.2725	4.9709e+04	0.8879	114.9600	11.9479	2.7377	7.2250	0.0231	762	-0.6178	2.7195	0.1238	1.0071	7.2250	0.0188	1.0108e+04	0.0001	0.0068	0.0012	0.0763	000
876.1119	6.1653	762	-0.1091	2.5994	33.7915	1.0181	876.1335	5.0558	1.2257e+06	5.8348	607.4056	90.5848	0.0718	38.2315	0.2584	762	-0.1939	2.6817	1.4159	1.0148	38.2324	0.2116	5.3486e+04	0.0069	1.2340	0.0839	0.0718	35.5037	4.1896	742	1.4254	5.6631	23.4005	1.4309	35.7499	2.7999	4.9669e+04	80.5229	204.7835	36.1908	1.4227	-0.1486	0.0183	742	-0.8125	4.3844	0.1260	1.4900	0.1497	0.0137	207.8587	0.0013	0.0027	0.0013	0.2289	35.5279	2.7419	762	-0.6838	2.6869	13.7266	1.1528	35.6335	2.2518	4.9700e+04	0.4699	113.1502	15.8421	1.4182	7.2256	0.0236	762	-0.5955	2.7095	0.1300	1.0077	7.2256	0.0192	1.0109e+04	0.0001	0.0080	0.0010	0.0763	000
876.2164	6.3571	762	-0.1800	2.7082	35.6119	1.0168	876.2394	5.1734	1.2258e+06	5.2497	662.8318	83.3976	0.0673	38.2295	0.2556	762	-0.2002	2.7381	1.5250	1.0153	38.2303	0.2102	5.3483e+04	0.0074	1.2424	0.0812	0.0718	35.4968	4.2163	742	1.4939	5.8444	22.5413	1.4108	35.7462	2.8128	4.9660e+04	75.0356	176.4548	41.6021	0.6956	-0.1486	0.0183	742	-0.8074	4.3810	0.1191	1.4496	0.1498	0.0135	207.9431	0.0011	0.0020	0.0010	1.4137	35.5210	2.7754	824	-0.7173	2.7723	13.9070	1.1419	35.6292	2.2793	4.9691e+04	0.5705	102.8075	18.3631	0.7360	7.2255	0.0232	762	-0.5780	2.6381	0.1197	1.0072	7.2256	0.0191	1.0109e+04	0.0001	0.0079	0.0012	0.0763	000
876.1507	6.2668	762	-0.1839	2.7773	38.7184	1.0176	876.1730	5.1113	1.2257e+06	6.2270	667.9509	81.1930	0.0718	38.2283	0.2495	762	-0.1648	2.5973	1.3949	1.0165	38.2291	0.2051	5.3482e+04	0.0069	1.1263	0.0768	0.0718	35.5299	4.2289	742	1.4477	5.7556	24.6827	1.4519	35.7805	2.8220	4.9706e+04	70.2098	179.8710	37.9422	2.2754	-0.1487	0.0184	742	-0.6883	3.8862	0.1063	1.4004	0.1498	0.0139	208.0303	0.0013	0.0029	0.0011	1.7638	35.5541	2.7179	762	-0.7256	2.7486	13.6012	1.1493	35.6577	2.2273	4.9737e+04	0.2955	101.9728	17.5400	2.7422	7.2255	0.0236	824	-0.6222	2.7385	0.1273	1.0067	7.2255	0.0193	1.0108e+04	0	0.0070	0.0015	0.0763	000
876.1129	6.0717	762	-0.1352	2.6372	34.5397	1.0192	876.1339	4.9496	1.2257e+06	5.5072	584.4482	76.4992	0.0718	38.2280	0.2534	762	-0.1702	2.7153	1.4000	1.0150	38.2289	0.2075	5.3481e+04	0.0140	1.1612	0.1126	0.0718	35.5091	4.1782	742	1.4836	5.7980	23.3333	1.4328	35.7539	2.7808	4.9678e+04	73.7561	184.4959	36.8263	1.6695	-0.1484	0.0183	742	-0.7773	4.2417	0.1229	1.5058	0.1495	0.0138	207.5703	0.0014	0.0029	0.0010	0.0583	35.5333	2.7206	824	-0.6593	2.6411	13.7038	1.1478	35.6372	2.2382	4.9709e+04	0.5232	105.2979	15.6643	2.8229	7.2258	0.0230	762	-0.6365	2.7297	0.1187	1.0069	7.2258	0.0187	1.0109e+04	0	0.0070	0.0014	0.0718	000
876.1051	6.2112	762	-0.1415	2.7672	35.8644	1.0175	876.1271	5.0402	1.2257e+06	12.1822	608.7731	111.4209	0.0718	38.2263	0.2560	762	-0.2049	2.7585	1.5004	1.0155	38.2271	0.2100	5.3479e+04	0.0103	1.2618	0.1163	0.0718	35.4972	4.1844	742	1.5170	5.9282	23.7461	1.4483	35.7428	2.7710	4.9659e+04	72.5728	179.6572	44.1663	2.5447	-0.1486	0.0186	742	-0.8156	4.3867	0.1194	1.4898	0.1497	0.0138	207.8552	0.0013	0.0027	0.0011	1.9837	35.5213	2.7536	762	-0.7268	2.7486	13.5621	1.1438	35.6278	2.2646	4.9691e+04	0.4716	111.8933	16.6289	0.6867	7.2256	0.0231	824	-0.5560	2.5959	0.1192	1.0068	7.2256	0.0189	1.0109e+04	0.0001	0.0072	0.0013	0.0763	000
876.0499	6.2868	762	-0.1810	2.8291	38.0263	1.0180	876.0724	5.1041	1.2256e+06	8.0861	683.3458	115.5495	0.0718	38.2262	0.2550	762	-0.1864	2.7670	1.6036	1.0170	38.2270	0.2106	5.3479e+04	0.0091	1.2573	0.0925	0.0718	35.4947	4.2117	742	1.4259	5.6934	24.5202	1.4472	35.7435	2.8150	4.9659e+04	69.8635	181.9280	46.5808	2.5402	-0.1487	0.0182	742	-0.7869	4.2549	0.1134	1.4333	0.1498	0.0136	208.0380	0.0014	0.0028	0.0008	1.3733	35.5189	2.8181	762	-0.7528	2.8403	16.1755	1.1696	35.6304	2.2987	4.9690e+04	0.8599	119.2751	22.2126	2.5447	7.2255	0.0234	762	-0.6416	2.7296	0.1187	1.0067	7.2255	0.0191	1.0108e+04	0	0.0078	0.0013	0.0763	000
